Nome;Rating;Posição Principal
Dimitris Kyriakidis;67;GK
Siebe Blondelle;67;CB/CDM
Enzo Gutiérrez;67;ST
Servando;67;CB
Erik Huseklepp;67;LW/ST
José Semedo;67;CDM/CM
László Sepsi;67;LB
Jade North;67;CB
Kim Aabech;67;CAM/ST
Kevin Lejeune;67;LM/CAM
Liam Craig;67;CM/LM
Andrea Mengoni;67;CB
Roy Miller;67;LB/CB
 ukasz Pi tek;67;CDM/CM
Santamaría;67;GK
Simone Aresti;67;GK
Thomas Enevoldsen;67;ST/LM
Alex Ortiz;67;CB/CM
Juanjo;67;ST
Falcón;67;GK
Vladislav Kulik;67;CDM/CAM
Shaun MacDonald;67;CDM/CM
Guillaume Faivre;67;GK
Vullnet Basha;67;CDM/CM
Leandro Díaz;67;CM
Sebastian Schuppan;67;LB
Paul Huntington;67;CB
Federico Piovaccari;67;ST
Mark Little;67;RB/RWB
Paul Anderson;67;RM/LM
Antoine Devaux;67;CM/CDM
Aquivaldo Mosquera;67;CB
Tommy Lee;67;GK
Calum Woods;67;RB/RWB
Frank Fielding;67;GK
Andy Taylor;67;LB/CB
Jasmin Fejzi ;67;GK
Miguel Fraga;67;GK
Luis Venegas;67;CB/RB
Lee Martin;67;LM/RM
Saud Kariri;67;CDM/CB
Chris Maguire;67;LM/RM
Mauro Cejas;67;CAM
Roman Vorobiev;67;CM
Eduardo Lobos;67;GK
Kim Jae Sung;67;CM/CDM
Mohammed Fellah;67;RW/CM
Carlos Matheu;67;CB
Krzysztof Sobieraj;67;CB
Richard Soumah;67;LM/CAM
Jacobo;67;LM/RM
Dan Kennedy;67;GK
James O'Connor;67;CB
Stéphane Darbion;67;LM/RM
Luke Varney;67;ST/LM
Simon Cox;67;ST
Biel Ribas;67;GK
Maxime Annys;67;CDM/CAM
Jonathan Forte;67;ST/LM
Colin Doyle;67;GK
Neil Kilkenny;67;CDM/CB
Hakan Aslanta ;67;RB/LB
Håkon Skogseid;67;RB/CB
Steve Morison;67;ST
Óscar Rojas;67;RB/LB
Diego de la Torre;67;CM/CDM
Anthony Gerrard;67;CB
Michael Parensen;67;LB/CDM
Yohann Rivière;67;ST
Jérémy Blayac;67;ST
Christian Valdez;67;CM/CDM
Melitón Hernández;67;GK
Darren Pratley;67;CM
Martin Smedberg-Dalence;67;RM
Adrían Bastía;67;CDM
Jonathan Legear;67;RM
Leon Best;67;ST
Collantes;67;RM/LM
Scott McDonald;67;ST
Patrice Bernier;68;CM/CDM
Jakub Wawrzyniak;67;LB/CB
Grzegorz Wojtkowiak;67;RB/CB
Markus Halsti;67;CDM/CB
Jonathan Brison;67;LB/RB
Henri Bienvenu;67;ST/CF
Iven Austbø;67;GK
Tom Høgli;67;RB/LB
Sebastian Mila;67;CAM
Alexandr Novikov;67;CB/RB
Atiba Harris;67;RB
Cabrero;67;GK
Guzmán;67;RM/LM
Vicente;67;LM
Juande;67;CDM/CM
Olcan Ad n;67;LB/RM
Diego Villar;67;RM/CM
Gastón Aguirre;67;CB
Marcelo Carrusca;67;CM
Paulo Ferrari;67;RB
Enrique Bologna;67;GK
Fabián Cubero;67;RB
Andrés Orozco;67;CB
Steffen Ernemann;67;CM/CDM
Dennis Flinta;67;CB/RB
Andy Butler;67;CB
César Delgado;67;ST/RM
Wilson;67;ST
Karim Djellabi;67;LB
Francisco Torres;67;CM/CDM
Luis Michel;67;GK
Chris O'Grady;67;ST
Lloyd Dyer;67;LM/LWB
Florian Dick;67;RB
Martin Stoll;67;CB
Brian Wilson;67;RB/CB
Marco Amelia;67;GK
Cho Sung Hwan;67;CB
Hyun Young Min;67;LB/LM
Lee Jong Min;67;RB
Niki Mäenpää;67;GK
Kirk Broadfoot;67;CB
Grégory Bourillon;67;CDM/CB
Bora Körk;67;GK
Ian Henderson;67;ST/LM
David Ducourtioux;67;CM/CDM
Armando;67;CB
Marco Wölfli;67;GK
David López;67;CM/CDM
Arnaud Balijon;67;GK
Alan Mannus;67;GK
 ukasz Za uska;67;GK
Alessandro Frara;67;CM
Daniel Haas;67;GK
Stefanos Kotsolis;67;GK
Vilas Boas;67;CB
Roger Johnson;67;CB
Jonas Kamper;67;RM
Håkon Opdal;67;GK
Don Cowie;67;CM/RM
Kevin Nolan;67;CM/CAM
Stuart Taylor;67;GK
Peter Clarke;67;CB
Frode Kippe;67;CB
Trond Olsen;67;LW
Bartholomew Ogbeche;67;ST
Kevin Begois;67;GK
Mikael Antonsson;67;CB
Shola Ameobi;67;ST
Kennedy Bak rc o lu;67;LM/CAM
Michel Breuer;67;CB
Bruno Xadas;66;CM
Victor Massaia;66;CB
Marc Van Heerden;66;LB/LWB
Vladimir Kova evi ;66;CB
Mircea Axente;66;ST
Gonzalo Ramos;66;CAM
Grigoris Kastanos;66;CAM/CM
Yordan Osorio;66;CB
Aly Mallé;66;RM/CM
Samuel Kalu;67;RW/LW
Anier Figueroa;66;CB/RB
Anibal Chalá;66;LB/LM
Melendo;66;CM/LM
Sam Lammers;66;ST
Ronaldo Peña;66;ST/RM
Nemanja Mileti ;66;CB/RB
Marko Miri ;66;RM/ST
Darío Aimar;66;CB
Oviemuno Ejaria;66;CAM/CM
Guillermo Viscarra;66;GK
Luis Marleiro;66;ST
Kauã Reisende;66;CAM/RW
Raphael Doninho;66;CAM
Ever Rodeiro;66;CAM/CM
Nildo Reisão;66;CDM
Estevão Baldeiro;66;RB
Miladin Stevanovic;66;RB/CB
Gabriel Gudiño;66;RM
Santi Comesaña;66;CDM/CM
Misael Domínguez;66;LM
Sancidino;66;LW
Pablo Sisniega;66;GK
Loïc Badiashile;66;GK
Isaac Sackey;66;CDM/CB
Ernest Seka;66;CB
Benito;66;LM/CAM
Iván Torres;66;LM/LB
Marcelino Moreno;66;RW/LW
Pedro Pinto;66;CB/RB
Ângelo Neto;66;CM
Pité;66;LB
Ivan Tome ak;66;RM/LB
Maximiliano Correa;66;CDM
Gabriel Ramírez;66;CM
Francesco Orlando;66;RW/RM
Mario Parra;66;CB
Renso Pérez;66;RM
Luis Pérez;66;RB
Jérémy Grimm;66;CDM
Otar Kakabadze;66;RB
Giorgos Manthatis;66;RW/LW
Mickaël Meira;66;GK
Adama Diakhaby;66;ST
Lucas Höler;66;ST
Marko Paja ;66;CAM
Aleksandar Š eki ;66;CDM/CB
Abbubaker Mobara;66;CB/RB
Mo El Hankouri;66;LW/CAM
Josip Brekalo;66;LM/RM
Dinis Almeida;66;CB
Nikola Jambor;66;CDM/CM
Guessouma Fofana;66;CDM/CM
Vladimir Parnyakov;66;RM/LM
Serge N'Guessan;66;CM
Heliardo;66;ST
Mikkel Rygaard Jensen;66;CAM
Emanuel Reynoso;66;CAM
Cem Özdemir;66;RM
Peter Kurzweg;66;LB/LM
Felix Müller;66;LM/LB
Jannik Müller;66;CB
Calogero Rizzuto;66;RB
Robert Piris Da Motta;66;CDM
Lorenço Pirdel;66;ST
Josimar Feijoo;66;CDM
Villiam Moraes;66;LB
Heitor Silbeira;66;LB
André de Arao;66;RB
Jallyson Neto;66;LB
Kouassi Eboue;66;CDM
Robin Bormuth;66;CB
Claud Adjapong;66;RW/RM
Jakob Glesnes;66;CB
Miguel Barbieri;66;CB
Alexis Vega;66;ST
Shuhei Akasaki;66;ST
Shogo Taniguchi;66;CB
Vukasin Jovanovic;66;CB
Yuto Misao;66;CB/LB
Kazuma Watanabe;66;LM/ST
Shunki Takahashi;66;RB/LB
Christoph Monschein;66;ST
Takumi Miyayoshi;66;ST/CF
Daigo Nishi;66;RB
Takuya Kida;66;CDM
Djibril Diaw;66;CB
Fabio;66;CB/CDM
Jumpei Kusukami;66;LM/CAM
Dmitriy Korobov;66;RM
Lautaro Geminiani;66;RB
Emiliano Romero;66;CM
Mauro Guevgeozián;66;ST
Franco Colela;66;CDM/LM
Leon Guwara;66;LB
Yosuke Ideguchi;66;CDM/CM
Shun Nagasawa;66;ST
Koki Yonekura;66;RB
Fabricio Formiliano;66;CB
Hiroki Fujiharu;66;LB/LM
Ko Seung Beom;66;CM
Eduardo;66;CB
Kazuyuki Morisaki;66;CDM/CM
Ramon Lopes;66;ST/RW
Hiroaki Okuno;66;RM/ST
Hirofumi Watanabe;66;CB
Caio Henrique;66;CAM
Takuya Aoki;66;CDM/RM
Josip Posavec;66;GK
Heo Young Joon;66;ST
Allan;66;CM
Juan David Ríos;66;CDM/RM
Jack Harrison;66;RW/LW
Daniel Sundgren;66;RWB
Jonathan Campbell;66;CB
Maxence Prévot;66;GK
Yilton Díaz;66;RM/LM
Thibang Phete;66;CM
Rafa Mir;66;ST/RM
Luciano Perdomo;66;CDM
Tomás Pochettino;66;CM
João Costa;66;GK
José Gomes;66;ST
Hildeberto Pereira;66;RB/RM
Xiscu Martínez;66;LM
Liberto Beltrán;66;LM
Patrick Erras;66;CDM
Juan Patiño;66;CB
Bruno Pittón;66;LB
Cristian Dell'Orco;66;LB
Fafà Picault;66;LM/RM
Aleksandar Kova evi ;66;CDM/CM
Duván Vergara;66;RM
Matej Jeli ;66;ST
Denis Will Poha;66;CDM
Joia Nuno Da Costa;66;ST
Sinan Bak  ;66;ST
Danilo Sacrio;66;ST
Lorenzao Masca;66;ST
Adryan Limeira;66;ST/CF
Fepe Rochela;66;ST
Wilsson Rosito;66;CAM/LM
Dagoberto Esteiro;66;CDM/RM
Guilson Paiva;66;CB
Albertinho Dutra;66;CB/CDM
Deiverson Kaio;66;RB
Durval Dutría;66;RB
Germano Monico;66;RB
Germán da Silvieira;66;ST/CAM
Estevãtinho;66;CAM
Dilson Calegari;66;CAM/LM
Ramón da Almeyda;66;CDM/CM
Chris Farminhão;66;CB/RB
Edenildo Lagoas;66;RB/CB
Botelhinonsa;66;RB
Narcisso Mau;66;LB/RB
Jailson Acuna;66;GK
Sacramentinho;66;GK
Mohamed Maouche;66;CM/CDM
Anthony Maisonnial;66;GK
Tom Davies;66;CM/CAM
Halil Ibrahim Sönmez;66;ST/CF
Ludovic Soares;64;LB
Gerson;66;CM/CAM
Joshua Emmanuel;66;RB/LB
Kevin Medel;66;CDM
Jean-Kévin Duverne;66;CB
Nicolás Benedetti;66;CAM/RW
Martin Pola ek;66;GK
Cristian Dajome;66;RW/LM
Cristian Gutiérrez;66;LB
R zvan Iulian Ochiro ii;66;LM/LB
Ezequiel Montagna;66;LM
Tomás Cardona;66;CB
Alan Moreno;66;RB
Alvaro Cesped;66;CDM/CM
Daniel Vicencio;66;CB
Guillermo Pacheco;66;RB
Tim Skarke;66;RM
Pablo Corral;66;CM
Yaw Yeboah;66;RW
Carlos Oyaneder;66;ST/RW
João Vigário;66;RM
 ukasz Sekulski;66;ST
Joher Khadim Rassoul;66;CDM/CM
Diego Johannesson;67;RB
Slimane Sissoko;66;ST
Damià;66;CDM/CAM
Jano;66;CDM
Hayrullah Mert Akyüz;66;GK
Agustín Doffo;66;CAM
Dmitriy Zhivoglyadov;66;RB/CB
Braian Mansilla;66;LM/ST
Ali Awaji;66;LM/ST
RJ Allen;66;RB
Abdulrahman Al Obaid;66;LB
Ferland Mendy;66;LB
Karim Essikal;66;CDM/CB
Gabriel Morales;66;LM
Fitim Azemi;66;ST/RW
Sergi Palencia;66;RB/LB
Hamad Al Juhayyim;66;ST
Simon Diédhiou;66;ST
Daniel Cardoso;66;CB/LB
Christopher Oikonomidis;66;LW/CM
Lukas Gugganig;66;CB
Almir Soto;66;RB/RM
An Hyeon Beom;66;RWB/RM
Keshi Anderson;66;ST
Marvin Johnson;66;LM/LB
Stijn Spierings;66;CAM/CM
Joel Andersson;66;RB/RW
Alexis Canelo;66;ST
Tropi;66;CDM/LM
Kevin van Veen;66;ST
Lum Rexhepi;66;CB
Kamil Mazek;66;RM
Miguel Medina;66;CAM
César Carrillo;66;CDM
Berkan Emir;66;LB
Saad Abdul-Salaam;66;RB/LB
Angelo Fulgini;66;CM/RM
Fatai Alashe;66;CDM
Pape Cheikh Diop;66;CM/CAM
Federico Martorell;66;CB
Witi;66;LW
Alioun Fall;66;RB/LB
Felipe Pires;66;LM/RM
Juninho Bacuna;66;CM/CDM
Park Yong Woo;66;CB/CDM
Pablo Aguilar;66;RB
Matías Vega;66;GK
Sotirios Papagiannopoulos;66;CB
Kevin Méndez;66;CAM/CF
Uygar Zeybek;66;CM
Haukur Heiðar Hauksson;66;RWB
Franz Brorsson;66;CB
Andrea Favilli;66;ST
Rodrigo Noya;66;CB
Adrián Arregui;66;CDM/CM
Mohamed Fares;66;LM/LB
U urcan Çak r;66;GK
Sekou Keita;66;ST
Nacho Monsalve;66;CB/LB
Maximilian Sauer;66;RWB/RB
Florian Miguel;66;CB/LB
Jorge Carrascal;66;CAM
Denis Bouanga;66;RW/LW
Mario López;66;CB
Reece Oxford;66;CB/CDM
Andrés Murillo;66;CB
Víctor Dávila;66;CAM
José Luis Moreno;66;CB
Bardají;66;GK
Abdelrafik Gérard;66;RM/LM
Mattia Vitale;66;CM
Jonathan Bamba;66;LM/RM
Borja Fernández;66;CDM/CM
Walmer Pacheco;66;RB
Abdulrahman Al Khaibary;66;CDM/CM
Vanja Milinkovi -Savi ;66;GK
Samed Kilic;66;CM/CAM
Grégory Berthier;66;LM/CAM
Aniello Salzano;66;CM
Cai Huikang;66;CDM
Rico Henry;66;LB/LM
Sauli Väisänen;66;CB
Marius Wolf;66;LM/RM
Mateo Cardona;66;CAM
Jefferson Gómez;66;CB
Mauricio Tévez;66;RW
Matías Orihuela;66;LB/LM
Leandro;66;LB
Kristoffer Ajer;66;CM/CB
Damian Roßbach;66;CDM/CB
Tyronne Ebuehi;66;RB
Borja Iglesias;66;ST
Sergi Canós;66;RM/LM
José Suarez;66;GK
Maximiliano Rolón;66;LW/ST
Stefan Mugoša;66;ST
David Mbala;66;LM/RM
Bar   Yard mc ;66;RB/CB
Anthony Walongwa;66;CB
Oscar Salinas;66;ST/RW
Hamilton Pereira;66;CDM/CM
Damian van Bruggen;66;CB
Bartosz  pi czka;66;ST
Junior Sambia;66;RB/LB
Wessel Dammers;66;CB
Carlos Moreno;66;CB/RWB
Issam Chebake;66;RB
Benedikt Zech;66;CB/LB
 lhan Depe;66;LM
Mario Engels;66;RM/LM
Kevin Vermeulen;66;CAM
Jeffry Fortes;66;CDM
Franco Cristaldo;66;CDM/RM/CAM
Aytaç Kara;67;CDM/CM
Ferhat Görgülü;66;CB
Racine Coly;66;LB/LM
Hu Rentian;66;RW
Pleguezuelo;66;CB/LB
Luis Orejuela;66;RB/LB
Lynden Gooch;66;CAM/CM
Sivera;66;GK
Jhon Cano;66;RB
Tommy Redding;66;CB
Birol Parlak;66;CB
Tarek Hamed;66;CDM
Kim Dae Jung;66;CB
Julio César Rodríguez;66;ST
Stefan Scougall;66;CM/LW
Wescley;66;CAM
Kim Jin Young;66;GK
Alfredo Morelos;66;ST
Luke Mulholland;66;CM/CDM
Marius Lundemo;66;CM
Gwak Hae Seong;66;RB/LB
Sivert Heltne Nilsen;66;CDM/CM
Eero Markkanen;66;ST
Deni Miloševi ;66;CAM/LM
Thierry Ambrose;66;ST/RW
Lyes Houri;66;CM/CAM
Matías Blázquez;66;CB
Ricardo Vaz;66;RM/LM
Jorge Sánchez;66;CM/CDM
Sebas Coris;66;RWB/LWB
Carlos Rivas;66;ST/LW
Andy Kawaya;66;RM
Marco Ilaimaharitra;66;CDM/CM
Danilo Ortiz;66;CB
Filippo Scaglia;66;CB
Idriss Mhirsi;68;CAM/LM
Rufo;66;ST/CF
Marcos Astina;66;RW
Junior Oto'o;66;RB
Olivier Kemen;66;CM/RB
Federico Álvarez;66;LB
Samuel Štefánik;66;CM
César Mena;66;CB
Carlos Rivas;66;ST/RM
Filip Markovi ;66;RM
Fábio Santos;66;CB
Diego Torres;66;LB
Santiago Lizana;66;CAM
Sam Nicholson;66;LM/LW
Fabián Manzano;66;CDM/CM
Facundo Cardozo;66;CB/LB
Andrea Barberis;66;CM
Luca Lezzerini;66;GK
Ignacio Pussetto;66;ST/RM
Christian Mafla;66;LB
Manuel García;66;GK
Christophe Diedhiou;66;CB/LB
Michael Heinloth;66;RB
Miller Mosquera;66;LB/CB
Christian Bravo;66;RW/LW
Juan Eduardo Fuentes;66;CM
Marcos Caicedo;66;LM
Francisco Dutari;66;CB
Vítor Gonçalves;66;CM
Eliser Quiñones;66;LM/ST
Fabián Carmona;66;CAM
Haythem Jouini;66;ST
Gustavo Mencia;66;LB
Andrew Hjulsager;66;CM/RM
Vadim Afonin;66;CDM/CB
Emmanuel Boateng;66;LM
Harold Cummings;66;CB
Manuel Perez;66;CM/CDM
Adam Sušac;66;CB
Akapo;66;RB
Alan Browne;66;CM/CDM
Artem Timofeev;66;CDM
Sinan Bytyqi;66;CAM/CM
Jeppe Andersen;66;RM/CM
Sam Hendriks;66;ST
Mitch Apau;66;RB
Bart Vriends;66;CB
Philipp Zulechner;66;ST
Stefan Nutz;66;CAM/CDM
Cican Stankovic;66;GK
Mariano Arini;66;CM
Antonio Medina;66;ST/LW
Nahuel Valentini;66;CB
Jonatan Blanco;66;CM
Andrés Imperiale;66;CB/LB
Cristian Villanueva;66;LB
Dardo Miloc;66;CDM/CM
Marc Dal Hende;66;LB/LM
Yann Boé-Kane;66;CDM/CM
Adrien Monfray;66;CDM/CB
Mart Dijkstra;66;CM
Micha  Mas owski;66;CAM/CM
Erdal Rakip;66;CM/RM
Freek Heerkens;66;RB/CDM
Danilson da Cruz;66;CDM
Karol Mackiewicz;66;LM/CAM
Daryl Werker;66;CB
Renzo Saravia;66;RB
Fernando Elizari;66;CM
Cristian Lema;66;CB
Óscar Carniello;66;CB/RB
Sander Svendsen;66;ST/LM
Lucas Menossi;66;CDM
Gastón Díaz;66;RB
Armando Cooper;66;CM/RM
Manuel Villalobos;66;ST
Sebastián Moyano;66;GK
Misael Dávila;66;LB/CM
Víctor Hugo Sarabia;66;CM/CDM
Francisco Pizzini;66;LW
Esteban González;66;RB
Matías Donoso;66;ST
Sebastián Gonzalez;66;CAM
Javier Capelli;66;RB/CB
Jorge Valdez Chamorro;66;CM
Nicolás Avellaneda;66;GK
Ronald de la Fuente;66;LB
José Luis Muñoz;66;LW/ST
Fernando Saavedra;66;CDM/CM
Gabriel Sandoval;66;CDM/CM
Matías Navarrete;66;CB
Yamilson Rivera;66;LM/CAM
Luis Mosquera;66;LM/LB
Mauricio Restrepo;66;CDM
Darwin López;66;ST
Darío Melo;66;GK
Esteban Carvajal;66;RB/CM
Yair Arrechea;66;CB
Félix Noguera;66;LB
Henry Rojas;66;CM/LM
David Valencia;66;CB
Dilan Zúñiga;66;LB
Camilo Rodríguez;66;RB/LB
Carlos Escobar;66;ST
Juan Zuluaga;66;RB
Cristian Restrepo;66;CDM
Álvaro Navarro;66;ST
Carlos Giraldo;66;CDM
Alcatraz;66;RB
Sergio Mosquera;66;CB
Hárrison Mojica;66;CAM
Ahmed Al Nazera;66;CAM/RM/LM
Elacio Córdoba;66;RB
Anton Mitryushkin;66;GK
Mikael Uhre;66;ST
Lebogang Phiri;66;CM
Chris Erskine;66;CAM/RM
Pawe  Stolarski;66;RB
Wandrille Lefèvre;66;CB
Adolphe Teikeu;66;CB
Jonathan Ring;66;LM
Dillon Serna;66;RM/LM
Diawandou Diagné;66;CDM/RB
Lee Evans;66;CM/CDM
Khaled Ayari;66;ST
Marko Mari ;66;GK
Niels De Schutter;66;RB/LB
Abdellah Zoubir;66;LM/RM
Luis Fernández;66;ST
Zach Clough;66;ST/CAM
Erik Hurtado;66;ST/RM
Pa Konate;66;LB
David Kinsombi;66;CB/RB
John Souttar;66;CB
Craig Slater;66;CM/CDM
Wilberto Cosme;66;ST/RW
Germán Parreño;66;GK
Jordi Vanlerberghe;66;CB
Jaime Gómez;66;RB/RM
Edward Zenteno;66;CB
Tarsi;66;CM/CDM
Michael Pérez;66;CDM/CM
Saeed Al Mowalad;66;RB/RM
Albert Rafetraniaina;66;CDM/CM
Lucas Hufnagel;66;RM
Alex Muñoz;66;CB/LB
Nils Quaschner;66;LM/ST
Philipp Riese;66;CDM/CM
Betinho;66;ST
Caolan Lavery;66;ST/RM
Thamsanqa Gabuza;66;ST
Leonardo Bertone;66;CDM/CM
Pol García;66;CB/LB
Nico Hidalgo;66;RM/LM
Andrea Tabanelli;66;CM/CAM
Alexandr Putsko;66;CB
Nono;66;CAM/LM
Matthew Rusike;66;ST
Nicolai Brock-Madsen;66;ST
Frank Bagnack;66;CB/RB
Riccardo Fiamozzi;66;RB/RM
Riccardo Improta;66;RW/CF
Alhaji Kamara;66;ST
Sultan Ali Al Sawadi;66;LM/RM
Salva Ruíz;66;LB/CB
Floriano Vanzo;66;RM/LM
Nuno Campos;66;RB
Manuel Prietl;66;CDM/CAM
Charalampos Lykogiannis;66;LB
Niklas Lomb;66;GK
Romell Quioto;69;ST/RW
Thomas Murg;66;CAM
Muhannad Abu Radiyah;66;ST
Assaf Ahmed Al Qarni;66;GK
Mansour Al Harbi;66;LB
Carlos Calvo;66;LB/CB
Terell Ondaan;66;LW/RW
Rafael Batatinha;66;ST
Craig Goodwin;66;LW
Guus Joppen;66;LB/RB
Vedran Janjetovi ;66;GK
Mikhail Rosheuvel;66;RW
Abdullah Al Owayshir;66;GK
Gary Warren;66;CB
Rados aw Murawski;66;CM/CDM
Rochdi Achenteh;66;LB
Kristoffer Haugen;66;LB
Awad Khrees;64;RB/RM
Alex Grant;66;CB
Tawfiq Bu Haymid;66;LM/RM/LB
Per Frick;66;ST
Ahmed Ali Al Kassar;66;GK
Hattan Bahebri;66;LM/RM
Fawaz Al Qarni;66;GK
Ashton Götz;66;RB
Nathaniel Knight-Percival;66;CB
Mohammed Eid Al Bishi;66;CB
Daniel  ukasik;66;CDM/CM
Jimmy Roye;66;CM/CAM
Jimmy Giraudon;66;CB/CDM
Kenneth Schuermans;66;CB
Wouter Marinus;66;CAM
Gino van Kessel;66;ST/RW
Alan Uryga;66;CB/CDM
Marky Delgado;66;CM/RM
Tim Chow;66;CM/RWB
Dejan Mezga;66;CM
Pa Dibba;66;ST
Kornel Osyra;66;CB
Amir Fahad Kurdy;66;RB/LB
Berat Djimsiti;66;CB
Federico Andrada;66;ST
Viktor Agardius;66;LB
Ivan Runje;66;CB
Murray Wallace;66;CB
Pedro Martín;66;ST/RM
Valeriu Ciuperc ;66;CM
Patryk Tuszy ski;66;ST/LM
Jordan Botaka;66;RM/RW
Raymon Gaddis;66;RB/LB
Alan Mendoza;66;LB
Jota;66;CM
Paco van Moorsel;66;CAM/CM
Calum Mallace;66;CDM/CM
Jose Villarreal;66;ST/LM
Martin Bjørnbak;66;CB
Mikael Boman;66;ST
Franco Fragapane;66;RM
José Valencia;66;ST
Matías Campos;66;LM/LB
Darren Mattocks;66;ST/RM
Connor Lade;66;RB/LB
Jason Holt;66;CM
Louis Thompson;66;CM
Marius Høibråten;66;CB
Franck Boli;66;ST
Abdoulaye Sané;66;ST
Ezekiel Fryers;66;LB
Simeon Raykov;66;LW/RW
Marco Romizi;66;CM
Anton Shvets;66;CDM/CM
Selim Gündüz;66;RM/RW
Jairo Morillas;66;ST
Jed Wallace;66;RM/CM
Alex Rodríguez;66;CM
Cheick Diarra;66;ST
David Bruno;66;RB
Martin Sourzac;66;GK
Mike van Duinen;66;ST
Alexander Juel Andersen;66;RB/CB
Adam Henley;66;RB/LB
Marco Thiede;66;LM/RB
Herolind Shala;66;CM/LM
De Los Reyes;66;LB
Jack Baldwin;66;CB
Donovan Léon;66;GK
Cristian Ceballos;66;LM/RM
Herman Stengel;66;CM/CAM
Fernando;66;GK
Igor Rossi;66;CB/LB
Milan Borjan;66;GK
Baïssama Sankoh;66;RB/CDM
Nick Ansell;66;CB
Jack Grimmer;66;RB/RWB
Dejan Janjatovi ;66;CDM/CM
Joshua Smits;66;GK
Menno Koch;66;CB
Mehdi Jeannin;66;GK
Kiko;66;LB
Alberto Almici;66;RB/RM
Michael Ngoo;66;ST
Stanley Elbers;66;LW/RW
Gianmario Comi;66;ST
Rayan Frikèche;66;CDM/CAM
Michael Smith;66;RB/RWB
Dylan McGowan;66;CB
Jak Alnwick;66;GK
Anthony O'Connor;66;CB/CDM
Aleksandar Todorovski;66;RB
Marcus Bettinelli;66;GK
Iasmin Latovlevici;66;LB/LM
Tom Trybull;66;CM/CDM
Kenny Lala;66;RB/LB
Anass Achahbar;66;ST
Félix Araujo;66;CB
Ousseynou Cissé;66;CDM/CM
Mehmet Akyüz;66;RM/RB
Adrián Luna;66;RM/LM
Richard Windbichler;66;CB/CDM
Ibrahim Salah;66;CDM/CM
Daniel Davari;67;GK
Lawrence Thomas;66;GK
Ashtone Morgan;66;LB/LWB
Ben Halloran;66;RM/LM
Joshua Brillante;66;CDM/RB
James Jeggo;66;CDM/CM
Kamal Issah;65;CDM
Kim Dae Ho;66;LB
Richard Lašík;66;CM/RB
Nicolás Peñailillo;66;LM/LB
Reece Wabara;66;RB/RWB
Christopher Forrester;66;CDM/LM
Nathan Byrne;66;RM/RWB
Martin Angha;66;CB/RB
Gerson;66;CB
Weslley;66;LM/LW
Florian Makhedjouf;66;CAM/CM
Thorsten Röcher;66;LM/RM
Michael Doughty;66;CM
Kim Byeong Oh;66;LW
Dimitri Bisoli;66;CM
Daniel Amora;66;CM/CDM
Leon de Kogel;66;ST
Vojo Ubiparip;66;ST/CAM
Riffi Mandanda;66;GK
Servando Carrasco;66;CDM
Joe Willis;66;GK
Zeli Ismail;66;RM
Josh Williams;66;CB/RB
Ažbe Jug;66;GK
Fabio Concas;66;RM
Chuks Aneke;66;CAM/CDM
Zarek Valentin;66;RB/CB
Kofi Sarkodie;66;RB
Ethan White;66;CB/RB
Kim Ojo;66;ST
Christoffer Remmer;66;RB
Ohi Omoijuanfo;66;CAM/ST
Jeff Attinella;66;GK
Russell Teibert;66;CDM/CM
Daniel Lafferty;66;LB
Federico Furlan;66;CAM/RM/CM
Manu Molina;66;CM/CAM
Andrea La Mantia;66;ST
Simone Sini;66;LB/CB
Arkadiusz Wo niak;66;RM/ST
Bart omiej Paw owski;66;LM/RM
Scott Allan;66;CM/CAM
Callum Booth;66;LB
Steven Lawless;66;LM
Florent Ogier;66;CB/RB
Charis Mavrias;66;RM/LM
Christoph Knasmüllner;66;CAM
Josh Morris;66;LM
Curtis Nelson;66;CB
Abdenasser El Khayati;66;CAM/LW
Giacomo Beretta;66;ST/RW
Terry Antonis;66;CM/CAM
Kristof D'Haene;66;LM/LW
Simone Corazza;66;LM/ST
Pulido;66;CB
Joaquín Boghossian;66;ST
Ali Messaoud;66;CAM
Giliano Wijnaldum;66;LB
Alessandro Cerigioni;66;ST/CAM
Rémi Mulumba;66;CM/CDM
Sefa Y lmaz;66;RM
Florent Cuvelier;66;CM/CAM
Ricky Holmes;66;RM/LM
Andreas Wittwer;66;LB
Fabian Koch;66;RB
Dionicio Escalante;66;CB/LB
Dennis Hediger;66;CM/CDM
Kim Young Wook;66;CM/CDM
Ryoichi Maeda;66;ST
Camaldine Abraw;66;ST
Andy Halliday;66;CDM
Mustafa Amini;66;CM/RM
Roland Gigolaev;66;LM/LB
Daylon Claasen;66;RM/CAM
Elba Rashani;66;RW/LW
Joe Shaughnessy;66;CB/RB
Hallur Hansson;66;LM/CM
Jorge Enríquez;66;CDM/CM
Chris Schuler;66;CB
Seth Sinovic;66;LB/RB
Bart Schenkeveld;66;RB/CB
Edu Oriol;66;RB/LM/CAM
Boadu Maxwell Acosty;66;RM/ST
Aaron Martin;66;CB
Ben Zemanski;66;CDM/CM
Eric Alexander;66;CDM/CM
Eric Larsson;66;RB
Martin Lorentzson;66;RB/LB
Mateusz Mo d e ;66;CM/CDM
Fofo;66;ST/RM
Miguel Angel Sansores;66;ST
Luciano Castán;66;CB/LB
Hiroki Mizumoto;66;CB
Clemens Fandrich;66;RM/CAM
